left_gate,left_orientation,right_gate,right_orientation,gap,placement_axis,pair_key
PNAND2,R0,AND3,MX,0.07,horizontal,PNAND2|R0|AND3|MX|0.07|horizontal
PNAND2,R0,AND3,MX,0.14,horizontal,PNAND2|R0|AND3|MX|0.14|horizontal
PNAND2,R0,AND3,MY,0.0,horizontal,PNAND2|R0|AND3|MY|0.0|horizontal
PNAND2,R0,AND3,MY,0.0025,horizontal,PNAND2|R0|AND3|MY|0.0025|horizontal
PNAND2,R0,AND3,MY,0.07,horizontal,PNAND2|R0|AND3|MY|0.07|horizontal
PNAND2,R0,AND3,MY,0.14,horizontal,PNAND2|R0|AND3|MY|0.14|horizontal
PNAND2,R0,AND3,R0,0.0,horizontal,PNAND2|R0|AND3|R0|0.0|horizontal
PNAND2,R0,AND3,R0,0.0025,horizontal,PNAND2|R0|AND3|R0|0.0025|horizontal
PNAND2,R0,AND3,R0,0.07,horizontal,PNAND2|R0|AND3|R0|0.07|horizontal
PNAND2,R0,AND3,R0,0.14,horizontal,PNAND2|R0|AND3|R0|0.14|horizontal
PNAND2,R0,AND3,R180,0.0,horizontal,PNAND2|R0|AND3|R180|0.0|horizontal
PNAND2,R0,AND3,R180,0.0025,horizontal,PNAND2|R0|AND3|R180|0.0025|horizontal
PNAND2,R0,AND3,R180,0.07,horizontal,PNAND2|R0|AND3|R180|0.07|horizontal
PNAND2,R0,AND3,R180,0.14,horizontal,PNAND2|R0|AND3|R180|0.14|horizontal
PNAND2,R0,PINV,MX,0.0,horizontal,PNAND2|R0|PINV|MX|0.0|horizontal
PNAND2,R0,PINV,MX,0.0025,horizontal,PNAND2|R0|PINV|MX|0.0025|horizontal
PNAND2,R0,PINV,MX,0.07,horizontal,PNAND2|R0|PINV|MX|0.07|horizontal
PNAND2,R0,PINV,MX,0.14,horizontal,PNAND2|R0|PINV|MX|0.14|horizontal
PNAND2,R0,PINV,MY,0.0,horizontal,PNAND2|R0|PINV|MY|0.0|horizontal
PNAND2,R0,PINV,MY,0.0025,horizontal,PNAND2|R0|PINV|MY|0.0025|horizontal
PNAND2,R0,PINV,MY,0.07,horizontal,PNAND2|R0|PINV|MY|0.07|horizontal
PNAND2,R0,PINV,MY,0.14,horizontal,PNAND2|R0|PINV|MY|0.14|horizontal
PNAND2,R0,PINV,R0,0.0,horizontal,PNAND2|R0|PINV|R0|0.0|horizontal
PNAND2,R0,PINV,R0,0.0025,horizontal,PNAND2|R0|PINV|R0|0.0025|horizontal
PNAND2,R0,PINV,R0,0.07,horizontal,PNAND2|R0|PINV|R0|0.07|horizontal
PNAND2,R0,PINV,R0,0.14,horizontal,PNAND2|R0|PINV|R0|0.14|horizontal
PNAND2,R0,PINV,R180,0.0,horizontal,PNAND2|R0|PINV|R180|0.0|horizontal
PNAND2,R0,PINV,R180,0.0025,horizontal,PNAND2|R0|PINV|R180|0.0025|horizontal
PNAND2,R0,PINV,R180,0.07,horizontal,PNAND2|R0|PINV|R180|0.07|horizontal
PNAND2,R0,PINV,R180,0.14,horizontal,PNAND2|R0|PINV|R180|0.14|horizontal
PNAND2,R0,PNAND2,MX,0.0,horizontal,PNAND2|R0|PNAND2|MX|0.0|horizontal
PNAND2,R0,PNAND2,MX,0.0025,horizontal,PNAND2|R0|PNAND2|MX|0.0025|horizontal
PNAND2,R0,PNAND2,MX,0.07,horizontal,PNAND2|R0|PNAND2|MX|0.07|horizontal
PNAND2,R0,PNAND2,MX,0.14,horizontal,PNAND2|R0|PNAND2|MX|0.14|horizontal
PNAND2,R0,PNAND2,MY,0.0,horizontal,PNAND2|R0|PNAND2|MY|0.0|horizontal
PNAND2,R0,PNAND2,MY,0.0025,horizontal,PNAND2|R0|PNAND2|MY|0.0025|horizontal
PNAND2,R0,PNAND2,MY,0.07,horizontal,PNAND2|R0|PNAND2|MY|0.07|horizontal
PNAND2,R0,PNAND2,MY,0.14,horizontal,PNAND2|R0|PNAND2|MY|0.14|horizontal
PNAND2,R0,PNAND2,R0,0.0,horizontal,PNAND2|R0|PNAND2|R0|0.0|horizontal
PNAND2,R0,PNAND2,R0,0.0025,horizontal,PNAND2|R0|PNAND2|R0|0.0025|horizontal
PNAND2,R0,PNAND2,R0,0.07,horizontal,PNAND2|R0|PNAND2|R0|0.07|horizontal
PNAND2,R0,PNAND2,R0,0.14,horizontal,PNAND2|R0|PNAND2|R0|0.14|horizontal
PNAND2,R0,PNAND2,R180,0.0,horizontal,PNAND2|R0|PNAND2|R180|0.0|horizontal
PNAND2,R0,PNAND2,R180,0.0025,horizontal,PNAND2|R0|PNAND2|R180|0.0025|horizontal
PNAND2,R0,PNAND2,R180,0.07,horizontal,PNAND2|R0|PNAND2|R180|0.07|horizontal
PNAND2,R0,PNAND2,R180,0.14,horizontal,PNAND2|R0|PNAND2|R180|0.14|horizontal
PNAND2,R0,PNAND3,MX,0.0,horizontal,PNAND2|R0|PNAND3|MX|0.0|horizontal
PNAND2,R0,PNAND3,MX,0.0025,horizontal,PNAND2|R0|PNAND3|MX|0.0025|horizontal
PNAND2,R0,PNAND3,MX,0.07,horizontal,PNAND2|R0|PNAND3|MX|0.07|horizontal
PNAND2,R0,PNAND3,MX,0.14,horizontal,PNAND2|R0|PNAND3|MX|0.14|horizontal
PNAND2,R0,PNAND3,MY,0.0,horizontal,PNAND2|R0|PNAND3|MY|0.0|horizontal
PNAND2,R0,PNAND3,MY,0.0025,horizontal,PNAND2|R0|PNAND3|MY|0.0025|horizontal
PNAND2,R0,PNAND3,MY,0.07,horizontal,PNAND2|R0|PNAND3|MY|0.07|horizontal
PNAND2,R0,PNAND3,MY,0.14,horizontal,PNAND2|R0|PNAND3|MY|0.14|horizontal
PNAND2,R0,PNAND3,R0,0.0,horizontal,PNAND2|R0|PNAND3|R0|0.0|horizontal
PNAND2,R0,PNAND3,R0,0.0025,horizontal,PNAND2|R0|PNAND3|R0|0.0025|horizontal
PNAND2,R0,PNAND3,R0,0.07,horizontal,PNAND2|R0|PNAND3|R0|0.07|horizontal
PNAND2,R0,PNAND3,R0,0.14,horizontal,PNAND2|R0|PNAND3|R0|0.14|horizontal
PNAND2,R0,PNAND3,R180,0.0,horizontal,PNAND2|R0|PNAND3|R180|0.0|horizontal
PNAND2,R0,PNAND3,R180,0.0025,horizontal,PNAND2|R0|PNAND3|R180|0.0025|horizontal
PNAND2,R0,PNAND3,R180,0.07,horizontal,PNAND2|R0|PNAND3|R180|0.07|horizontal
PNAND2,R0,PNAND3,R180,0.14,horizontal,PNAND2|R0|PNAND3|R180|0.14|horizontal
PNAND2,R0,WORDLINEDRIVER,MX,0.0,horizontal,PNAND2|R0|WORDLINEDRIVER|MX|0.0|horizontal
PNAND2,R0,WORDLINEDRIVER,MX,0.0025,horizontal,PNAND2|R0|WORDLINEDRIVER|MX|0.0025|horizontal
PNAND2,R0,WORDLINEDRIVER,MX,0.07,horizontal,PNAND2|R0|WORDLINEDRIVER|MX|0.07|horizontal
PNAND2,R0,WORDLINEDRIVER,MX,0.14,horizontal,PNAND2|R0|WORDLINEDRIVER|MX|0.14|horizontal
PNAND2,R0,WORDLINEDRIVER,MY,0.0,horizontal,PNAND2|R0|WORDLINEDRIVER|MY|0.0|horizontal
PNAND2,R0,WORDLINEDRIVER,MY,0.0025,horizontal,PNAND2|R0|WORDLINEDRIVER|MY|0.0025|horizontal
PNAND2,R0,WORDLINEDRIVER,MY,0.07,horizontal,PNAND2|R0|WORDLINEDRIVER|MY|0.07|horizontal
PNAND2,R0,WORDLINEDRIVER,MY,0.14,horizontal,PNAND2|R0|WORDLINEDRIVER|MY|0.14|horizontal
PNAND2,R0,WORDLINEDRIVER,R0,0.0,horizontal,PNAND2|R0|WORDLINEDRIVER|R0|0.0|horizontal
PNAND2,R0,WORDLINEDRIVER,R0,0.0025,horizontal,PNAND2|R0|WORDLINEDRIVER|R0|0.0025|horizontal
PNAND2,R0,WORDLINEDRIVER,R0,0.07,horizontal,PNAND2|R0|WORDLINEDRIVER|R0|0.07|horizontal
PNAND2,R0,WORDLINEDRIVER,R0,0.14,horizontal,PNAND2|R0|WORDLINEDRIVER|R0|0.14|horizontal
PNAND2,R0,WORDLINEDRIVER,R180,0.0,horizontal,PNAND2|R0|WORDLINEDRIVER|R180|0.0|horizontal
PNAND2,R0,WORDLINEDRIVER,R180,0.0025,horizontal,PNAND2|R0|WORDLINEDRIVER|R180|0.0025|horizontal
PNAND2,R0,WORDLINEDRIVER,R180,0.07,horizontal,PNAND2|R0|WORDLINEDRIVER|R180|0.07|horizontal
PNAND2,R0,WORDLINEDRIVER,R180,0.14,horizontal,PNAND2|R0|WORDLINEDRIVER|R180|0.14|horizontal
PNAND2,R180,AND2,MX,0.0,horizontal,PNAND2|R180|AND2|MX|0.0|horizontal
PNAND2,R180,AND2,MX,0.0025,horizontal,PNAND2|R180|AND2|MX|0.0025|horizontal
PNAND2,R180,AND2,MX,0.07,horizontal,PNAND2|R180|AND2|MX|0.07|horizontal
PNAND2,R180,AND2,MX,0.14,horizontal,PNAND2|R180|AND2|MX|0.14|horizontal
PNAND2,R180,AND2,MY,0.0,horizontal,PNAND2|R180|AND2|MY|0.0|horizontal
PNAND2,R180,AND2,MY,0.0025,horizontal,PNAND2|R180|AND2|MY|0.0025|horizontal
PNAND2,R180,AND2,MY,0.07,horizontal,PNAND2|R180|AND2|MY|0.07|horizontal
PNAND2,R180,AND2,MY,0.14,horizontal,PNAND2|R180|AND2|MY|0.14|horizontal
PNAND2,R180,AND2,R0,0.0,horizontal,PNAND2|R180|AND2|R0|0.0|horizontal
PNAND2,R180,AND2,R0,0.0025,horizontal,PNAND2|R180|AND2|R0|0.0025|horizontal
PNAND2,R180,AND2,R0,0.07,horizontal,PNAND2|R180|AND2|R0|0.07|horizontal
PNAND2,R180,AND2,R0,0.14,horizontal,PNAND2|R180|AND2|R0|0.14|horizontal
PNAND2,R180,AND2,R180,0.0,horizontal,PNAND2|R180|AND2|R180|0.0|horizontal
PNAND2,R180,AND2,R180,0.0025,horizontal,PNAND2|R180|AND2|R180|0.0025|horizontal
PNAND2,R180,AND2,R180,0.07,horizontal,PNAND2|R180|AND2|R180|0.07|horizontal
PNAND2,R180,AND2,R180,0.14,horizontal,PNAND2|R180|AND2|R180|0.14|horizontal
PNAND2,R180,AND3,MX,0.0,horizontal,PNAND2|R180|AND3|MX|0.0|horizontal
PNAND2,R180,AND3,MX,0.0025,horizontal,PNAND2|R180|AND3|MX|0.0025|horizontal
PNAND2,R180,AND3,MX,0.07,horizontal,PNAND2|R180|AND3|MX|0.07|horizontal
PNAND2,R180,AND3,MX,0.14,horizontal,PNAND2|R180|AND3|MX|0.14|horizontal
PNAND2,R180,AND3,MY,0.0,horizontal,PNAND2|R180|AND3|MY|0.0|horizontal
PNAND2,R180,AND3,MY,0.0025,horizontal,PNAND2|R180|AND3|MY|0.0025|horizontal
PNAND2,R180,AND3,MY,0.07,horizontal,PNAND2|R180|AND3|MY|0.07|horizontal
PNAND2,R180,AND3,MY,0.14,horizontal,PNAND2|R180|AND3|MY|0.14|horizontal
PNAND2,R180,AND3,R0,0.0,horizontal,PNAND2|R180|AND3|R0|0.0|horizontal
PNAND2,R180,AND3,R0,0.0025,horizontal,PNAND2|R180|AND3|R0|0.0025|horizontal
PNAND2,R180,AND3,R0,0.07,horizontal,PNAND2|R180|AND3|R0|0.07|horizontal
PNAND2,R180,AND3,R0,0.14,horizontal,PNAND2|R180|AND3|R0|0.14|horizontal
PNAND2,R180,AND3,R180,0.0,horizontal,PNAND2|R180|AND3|R180|0.0|horizontal
PNAND2,R180,AND3,R180,0.0025,horizontal,PNAND2|R180|AND3|R180|0.0025|horizontal
PNAND2,R180,AND3,R180,0.07,horizontal,PNAND2|R180|AND3|R180|0.07|horizontal
PNAND2,R180,AND3,R180,0.14,horizontal,PNAND2|R180|AND3|R180|0.14|horizontal
PNAND2,R180,PINV,MX,0.0,horizontal,PNAND2|R180|PINV|MX|0.0|horizontal
PNAND2,R180,PINV,MX,0.0025,horizontal,PNAND2|R180|PINV|MX|0.0025|horizontal
PNAND2,R180,PINV,MX,0.07,horizontal,PNAND2|R180|PINV|MX|0.07|horizontal
PNAND2,R180,PINV,MX,0.14,horizontal,PNAND2|R180|PINV|MX|0.14|horizontal
PNAND2,R180,PINV,MY,0.0,horizontal,PNAND2|R180|PINV|MY|0.0|horizontal
PNAND2,R180,PINV,MY,0.0025,horizontal,PNAND2|R180|PINV|MY|0.0025|horizontal
PNAND2,R180,PINV,MY,0.07,horizontal,PNAND2|R180|PINV|MY|0.07|horizontal
PNAND2,R180,PINV,MY,0.14,horizontal,PNAND2|R180|PINV|MY|0.14|horizontal
PNAND2,R180,PINV,R0,0.0,horizontal,PNAND2|R180|PINV|R0|0.0|horizontal
PNAND2,R180,PINV,R0,0.0025,horizontal,PNAND2|R180|PINV|R0|0.0025|horizontal
PNAND2,R180,PINV,R0,0.07,horizontal,PNAND2|R180|PINV|R0|0.07|horizontal
PNAND2,R180,PINV,R0,0.14,horizontal,PNAND2|R180|PINV|R0|0.14|horizontal
PNAND2,R180,PINV,R180,0.0,horizontal,PNAND2|R180|PINV|R180|0.0|horizontal
PNAND2,R180,PINV,R180,0.0025,horizontal,PNAND2|R180|PINV|R180|0.0025|horizontal
PNAND2,R180,PINV,R180,0.07,horizontal,PNAND2|R180|PINV|R180|0.07|horizontal
PNAND2,R180,PINV,R180,0.14,horizontal,PNAND2|R180|PINV|R180|0.14|horizontal
PNAND2,R180,PNAND2,MX,0.0,horizontal,PNAND2|R180|PNAND2|MX|0.0|horizontal
PNAND2,R180,PNAND2,MX,0.0025,horizontal,PNAND2|R180|PNAND2|MX|0.0025|horizontal
PNAND2,R180,PNAND2,MX,0.07,horizontal,PNAND2|R180|PNAND2|MX|0.07|horizontal
PNAND2,R180,PNAND2,MX,0.14,horizontal,PNAND2|R180|PNAND2|MX|0.14|horizontal
PNAND2,R180,PNAND2,MY,0.0,horizontal,PNAND2|R180|PNAND2|MY|0.0|horizontal
PNAND2,R180,PNAND2,MY,0.0025,horizontal,PNAND2|R180|PNAND2|MY|0.0025|horizontal
PNAND2,R180,PNAND2,MY,0.07,horizontal,PNAND2|R180|PNAND2|MY|0.07|horizontal
PNAND2,R180,PNAND2,MY,0.14,horizontal,PNAND2|R180|PNAND2|MY|0.14|horizontal
PNAND2,R180,PNAND2,R0,0.0,horizontal,PNAND2|R180|PNAND2|R0|0.0|horizontal
PNAND2,R180,PNAND2,R0,0.0025,horizontal,PNAND2|R180|PNAND2|R0|0.0025|horizontal
PNAND2,R180,PNAND2,R0,0.07,horizontal,PNAND2|R180|PNAND2|R0|0.07|horizontal
PNAND2,R180,PNAND2,R0,0.14,horizontal,PNAND2|R180|PNAND2|R0|0.14|horizontal
PNAND2,R180,PNAND2,R180,0.0,horizontal,PNAND2|R180|PNAND2|R180|0.0|horizontal
PNAND2,R180,PNAND2,R180,0.0025,horizontal,PNAND2|R180|PNAND2|R180|0.0025|horizontal
PNAND2,R180,PNAND2,R180,0.07,horizontal,PNAND2|R180|PNAND2|R180|0.07|horizontal
PNAND2,R180,PNAND2,R180,0.14,horizontal,PNAND2|R180|PNAND2|R180|0.14|horizontal
PNAND2,R180,PNAND3,MX,0.0,horizontal,PNAND2|R180|PNAND3|MX|0.0|horizontal
PNAND2,R180,PNAND3,MX,0.0025,horizontal,PNAND2|R180|PNAND3|MX|0.0025|horizontal
PNAND2,R180,PNAND3,MX,0.07,horizontal,PNAND2|R180|PNAND3|MX|0.07|horizontal
PNAND2,R180,PNAND3,MX,0.14,horizontal,PNAND2|R180|PNAND3|MX|0.14|horizontal
PNAND2,R180,PNAND3,MY,0.0,horizontal,PNAND2|R180|PNAND3|MY|0.0|horizontal
PNAND2,R180,PNAND3,MY,0.0025,horizontal,PNAND2|R180|PNAND3|MY|0.0025|horizontal
PNAND2,R180,PNAND3,MY,0.07,horizontal,PNAND2|R180|PNAND3|MY|0.07|horizontal
PNAND2,R180,PNAND3,MY,0.14,horizontal,PNAND2|R180|PNAND3|MY|0.14|horizontal
PNAND2,R180,PNAND3,R0,0.0,horizontal,PNAND2|R180|PNAND3|R0|0.0|horizontal
PNAND2,R180,PNAND3,R0,0.0025,horizontal,PNAND2|R180|PNAND3|R0|0.0025|horizontal
PNAND2,R180,PNAND3,R0,0.07,horizontal,PNAND2|R180|PNAND3|R0|0.07|horizontal
PNAND2,R180,PNAND3,R0,0.14,horizontal,PNAND2|R180|PNAND3|R0|0.14|horizontal
PNAND2,R180,PNAND3,R180,0.0,horizontal,PNAND2|R180|PNAND3|R180|0.0|horizontal
PNAND2,R180,PNAND3,R180,0.0025,horizontal,PNAND2|R180|PNAND3|R180|0.0025|horizontal
PNAND2,R180,PNAND3,R180,0.07,horizontal,PNAND2|R180|PNAND3|R180|0.07|horizontal
PNAND2,R180,PNAND3,R180,0.14,horizontal,PNAND2|R180|PNAND3|R180|0.14|horizontal
PNAND2,R180,WORDLINEDRIVER,MX,0.0,horizontal,PNAND2|R180|WORDLINEDRIVER|MX|0.0|horizontal
PNAND2,R180,WORDLINEDRIVER,MX,0.0025,horizontal,PNAND2|R180|WORDLINEDRIVER|MX|0.0025|horizontal
PNAND2,R180,WORDLINEDRIVER,MX,0.07,horizontal,PNAND2|R180|WORDLINEDRIVER|MX|0.07|horizontal
PNAND2,R180,WORDLINEDRIVER,MX,0.14,horizontal,PNAND2|R180|WORDLINEDRIVER|MX|0.14|horizontal
PNAND2,R180,WORDLINEDRIVER,MY,0.0,horizontal,PNAND2|R180|WORDLINEDRIVER|MY|0.0|horizontal
PNAND2,R180,WORDLINEDRIVER,MY,0.0025,horizontal,PNAND2|R180|WORDLINEDRIVER|MY|0.0025|horizontal
PNAND2,R180,WORDLINEDRIVER,MY,0.07,horizontal,PNAND2|R180|WORDLINEDRIVER|MY|0.07|horizontal
PNAND2,R180,WORDLINEDRIVER,MY,0.14,horizontal,PNAND2|R180|WORDLINEDRIVER|MY|0.14|horizontal
PNAND2,R180,WORDLINEDRIVER,R0,0.0,horizontal,PNAND2|R180|WORDLINEDRIVER|R0|0.0|horizontal
PNAND2,R180,WORDLINEDRIVER,R0,0.0025,horizontal,PNAND2|R180|WORDLINEDRIVER|R0|0.0025|horizontal
PNAND2,R180,WORDLINEDRIVER,R0,0.07,horizontal,PNAND2|R180|WORDLINEDRIVER|R0|0.07|horizontal
PNAND2,R180,WORDLINEDRIVER,R0,0.14,horizontal,PNAND2|R180|WORDLINEDRIVER|R0|0.14|horizontal
PNAND2,R180,WORDLINEDRIVER,R180,0.0,horizontal,PNAND2|R180|WORDLINEDRIVER|R180|0.0|horizontal
PNAND2,R180,WORDLINEDRIVER,R180,0.0025,horizontal,PNAND2|R180|WORDLINEDRIVER|R180|0.0025|horizontal
PNAND2,R180,WORDLINEDRIVER,R180,0.07,horizontal,PNAND2|R180|WORDLINEDRIVER|R180|0.07|horizontal
PNAND2,R180,WORDLINEDRIVER,R180,0.14,horizontal,PNAND2|R180|WORDLINEDRIVER|R180|0.14|horizontal
PNAND3,MX,AND2,MX,0.0,horizontal,PNAND3|MX|AND2|MX|0.0|horizontal
PNAND3,MX,AND2,MX,0.0025,horizontal,PNAND3|MX|AND2|MX|0.0025|horizontal
PNAND3,MX,AND2,MX,0.07,horizontal,PNAND3|MX|AND2|MX|0.07|horizontal
PNAND3,MX,AND2,MX,0.14,horizontal,PNAND3|MX|AND2|MX|0.14|horizontal
PNAND3,MX,AND2,MY,0.0,horizontal,PNAND3|MX|AND2|MY|0.0|horizontal
PNAND3,MX,AND2,MY,0.0025,horizontal,PNAND3|MX|AND2|MY|0.0025|horizontal
PNAND3,MX,AND2,MY,0.07,horizontal,PNAND3|MX|AND2|MY|0.07|horizontal
PNAND3,MX,AND2,MY,0.14,horizontal,PNAND3|MX|AND2|MY|0.14|horizontal
PNAND3,MX,AND2,R0,0.0,horizontal,PNAND3|MX|AND2|R0|0.0|horizontal
PNAND3,MX,AND2,R0,0.0025,horizontal,PNAND3|MX|AND2|R0|0.0025|horizontal
PNAND3,MX,AND2,R0,0.07,horizontal,PNAND3|MX|AND2|R0|0.07|horizontal
PNAND3,MX,AND2,R0,0.14,horizontal,PNAND3|MX|AND2|R0|0.14|horizontal
PNAND3,MX,AND2,R180,0.0,horizontal,PNAND3|MX|AND2|R180|0.0|horizontal
PNAND3,MX,AND2,R180,0.0025,horizontal,PNAND3|MX|AND2|R180|0.0025|horizontal
PNAND3,MX,AND2,R180,0.07,horizontal,PNAND3|MX|AND2|R180|0.07|horizontal
PNAND3,MX,AND2,R180,0.14,horizontal,PNAND3|MX|AND2|R180|0.14|horizontal
PNAND3,MX,AND3,MX,0.0,horizontal,PNAND3|MX|AND3|MX|0.0|horizontal
PNAND3,MX,AND3,MX,0.0025,horizontal,PNAND3|MX|AND3|MX|0.0025|horizontal
PNAND3,MX,AND3,MX,0.07,horizontal,PNAND3|MX|AND3|MX|0.07|horizontal
PNAND3,MX,AND3,MX,0.14,horizontal,PNAND3|MX|AND3|MX|0.14|horizontal
PNAND3,MX,AND3,MY,0.0,horizontal,PNAND3|MX|AND3|MY|0.0|horizontal
PNAND3,MX,AND3,MY,0.0025,horizontal,PNAND3|MX|AND3|MY|0.0025|horizontal
PNAND3,MX,AND3,MY,0.07,horizontal,PNAND3|MX|AND3|MY|0.07|horizontal
PNAND3,MX,AND3,MY,0.14,horizontal,PNAND3|MX|AND3|MY|0.14|horizontal
PNAND3,MX,AND3,R0,0.0,horizontal,PNAND3|MX|AND3|R0|0.0|horizontal
PNAND3,MX,AND3,R0,0.0025,horizontal,PNAND3|MX|AND3|R0|0.0025|horizontal
PNAND3,MX,AND3,R0,0.07,horizontal,PNAND3|MX|AND3|R0|0.07|horizontal
PNAND3,MX,AND3,R0,0.14,horizontal,PNAND3|MX|AND3|R0|0.14|horizontal
PNAND3,MX,AND3,R180,0.0,horizontal,PNAND3|MX|AND3|R180|0.0|horizontal
PNAND3,MX,AND3,R180,0.0025,horizontal,PNAND3|MX|AND3|R180|0.0025|horizontal
PNAND3,MX,AND3,R180,0.07,horizontal,PNAND3|MX|AND3|R180|0.07|horizontal
PNAND3,MX,AND3,R180,0.14,horizontal,PNAND3|MX|AND3|R180|0.14|horizontal
PNAND3,MX,PINV,MX,0.0,horizontal,PNAND3|MX|PINV|MX|0.0|horizontal
PNAND3,MX,PINV,MX,0.0025,horizontal,PNAND3|MX|PINV|MX|0.0025|horizontal
PNAND3,MX,PINV,MX,0.07,horizontal,PNAND3|MX|PINV|MX|0.07|horizontal
PNAND3,MX,PINV,MX,0.14,horizontal,PNAND3|MX|PINV|MX|0.14|horizontal
PNAND3,MX,PINV,MY,0.0,horizontal,PNAND3|MX|PINV|MY|0.0|horizontal
PNAND3,MX,PINV,MY,0.0025,horizontal,PNAND3|MX|PINV|MY|0.0025|horizontal
PNAND3,MX,PINV,MY,0.07,horizontal,PNAND3|MX|PINV|MY|0.07|horizontal
PNAND3,MX,PINV,MY,0.14,horizontal,PNAND3|MX|PINV|MY|0.14|horizontal
PNAND3,MX,PINV,R0,0.0,horizontal,PNAND3|MX|PINV|R0|0.0|horizontal
PNAND3,MX,PINV,R0,0.0025,horizontal,PNAND3|MX|PINV|R0|0.0025|horizontal
PNAND3,MX,PINV,R0,0.07,horizontal,PNAND3|MX|PINV|R0|0.07|horizontal
PNAND3,MX,PINV,R0,0.14,horizontal,PNAND3|MX|PINV|R0|0.14|horizontal
PNAND3,MX,PINV,R180,0.0,horizontal,PNAND3|MX|PINV|R180|0.0|horizontal
PNAND3,MX,PINV,R180,0.0025,horizontal,PNAND3|MX|PINV|R180|0.0025|horizontal
PNAND3,MX,PINV,R180,0.07,horizontal,PNAND3|MX|PINV|R180|0.07|horizontal
PNAND3,MX,PINV,R180,0.14,horizontal,PNAND3|MX|PINV|R180|0.14|horizontal
PNAND3,MX,PNAND2,MX,0.0,horizontal,PNAND3|MX|PNAND2|MX|0.0|horizontal
PNAND3,MX,PNAND2,MX,0.0025,horizontal,PNAND3|MX|PNAND2|MX|0.0025|horizontal
PNAND3,MX,PNAND2,MX,0.07,horizontal,PNAND3|MX|PNAND2|MX|0.07|horizontal
PNAND3,MX,PNAND2,MX,0.14,horizontal,PNAND3|MX|PNAND2|MX|0.14|horizontal
PNAND3,MX,PNAND2,MY,0.0,horizontal,PNAND3|MX|PNAND2|MY|0.0|horizontal
PNAND3,MX,PNAND2,MY,0.0025,horizontal,PNAND3|MX|PNAND2|MY|0.0025|horizontal
PNAND3,MX,PNAND2,MY,0.07,horizontal,PNAND3|MX|PNAND2|MY|0.07|horizontal
PNAND3,MX,PNAND2,MY,0.14,horizontal,PNAND3|MX|PNAND2|MY|0.14|horizontal
PNAND3,MX,PNAND2,R0,0.0,horizontal,PNAND3|MX|PNAND2|R0|0.0|horizontal
PNAND3,MX,PNAND2,R0,0.0025,horizontal,PNAND3|MX|PNAND2|R0|0.0025|horizontal
PNAND3,MX,PNAND2,R0,0.07,horizontal,PNAND3|MX|PNAND2|R0|0.07|horizontal
PNAND3,MX,PNAND2,R0,0.14,horizontal,PNAND3|MX|PNAND2|R0|0.14|horizontal
PNAND3,MX,PNAND2,R180,0.0,horizontal,PNAND3|MX|PNAND2|R180|0.0|horizontal
PNAND3,MX,PNAND2,R180,0.0025,horizontal,PNAND3|MX|PNAND2|R180|0.0025|horizontal
PNAND3,MX,PNAND2,R180,0.07,horizontal,PNAND3|MX|PNAND2|R180|0.07|horizontal
PNAND3,MX,PNAND2,R180,0.14,horizontal,PNAND3|MX|PNAND2|R180|0.14|horizontal
PNAND3,MX,PNAND3,MX,0.0,horizontal,PNAND3|MX|PNAND3|MX|0.0|horizontal
PNAND3,MX,PNAND3,MX,0.0025,horizontal,PNAND3|MX|PNAND3|MX|0.0025|horizontal
PNAND3,MX,PNAND3,MX,0.07,horizontal,PNAND3|MX|PNAND3|MX|0.07|horizontal
PNAND3,MX,PNAND3,MX,0.14,horizontal,PNAND3|MX|PNAND3|MX|0.14|horizontal
PNAND3,MX,PNAND3,MY,0.0,horizontal,PNAND3|MX|PNAND3|MY|0.0|horizontal
PNAND3,MX,PNAND3,MY,0.0025,horizontal,PNAND3|MX|PNAND3|MY|0.0025|horizontal
PNAND3,MX,PNAND3,MY,0.07,horizontal,PNAND3|MX|PNAND3|MY|0.07|horizontal
PNAND3,MX,PNAND3,MY,0.14,horizontal,PNAND3|MX|PNAND3|MY|0.14|horizontal
PNAND3,MX,PNAND3,R0,0.0,horizontal,PNAND3|MX|PNAND3|R0|0.0|horizontal
PNAND3,MX,PNAND3,R0,0.0025,horizontal,PNAND3|MX|PNAND3|R0|0.0025|horizontal
PNAND3,MX,PNAND3,R0,0.07,horizontal,PNAND3|MX|PNAND3|R0|0.07|horizontal
PNAND3,MX,PNAND3,R0,0.14,horizontal,PNAND3|MX|PNAND3|R0|0.14|horizontal
PNAND3,MX,PNAND3,R180,0.0,horizontal,PNAND3|MX|PNAND3|R180|0.0|horizontal
PNAND3,MX,PNAND3,R180,0.0025,horizontal,PNAND3|MX|PNAND3|R180|0.0025|horizontal
PNAND3,MX,PNAND3,R180,0.07,horizontal,PNAND3|MX|PNAND3|R180|0.07|horizontal
PNAND3,MX,PNAND3,R180,0.14,horizontal,PNAND3|MX|PNAND3|R180|0.14|horizontal
PNAND3,MX,WORDLINEDRIVER,MX,0.0,horizontal,PNAND3|MX|WORDLINEDRIVER|MX|0.0|horizontal
PNAND3,MX,WORDLINEDRIVER,MX,0.0025,horizontal,PNAND3|MX|WORDLINEDRIVER|MX|0.0025|horizontal
PNAND3,MX,WORDLINEDRIVER,MX,0.07,horizontal,PNAND3|MX|WORDLINEDRIVER|MX|0.07|horizontal
